Province,District,Party Number,Party Name,List number?,Candidate Name,Valid Votes,Candidate Rank,Total votes,page_number,table_number
NULL,,,,7,UMAR ASSAQQAF,"3,230",V,,175,1
NULL,,,,8,Dr. RACHMAT PARTASASMITA,957,IX,,175,1
NULL,,,,9,SITI RUHMAYATI,"1,045",VIII,,175,1
NULL,,,,10,RIZWANSYAH,"1,849",VII,,175,1
NULL,,TOTAL SUARA,,,,"68,231",,,175,1
NULL,,NO.,,URAIAN,,,,,175,2
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,175,2
NULL,,1,,2,,3,4,,175,2
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,175,2
NULL,,24,,Partai Ummat,,"3,673",,,175,2
NULL,,,,1,"ADE KHAERUDDIN, S.E.","2,613",I,,175,2
NULL,,,,2,"ERWIN YUDHA PRANATA, S.H.",820,II,,175,2
NULL,,,,3,"SUSILOWATI, S.H.",341,V,,175,2
NULL,,,,4,"SOLATUN, M.Si.",395,III,,175,2
NULL,,,,5,FANIE MUFLIANI,228,VII,,175,2
NULL,,,,6,HUSNI TAMRIN,211,VIII,,175,2
NULL,,,,7,DALMAWAN,190,IX,,175,2
NULL,,,,8,INDRASARI WAHYU BUDININGSIH,363,IV,,175,2
NULL,,,,9,MURJONO,168,X,,175,2
NULL,,,,10,TIKA NURTIKA SARI,326,VI,,175,2
NULL,,TOTAL SUARA,,,,"9,328",,,175,2
NULL,,NO.,,URAIAN,,,,,176,1
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,176,1
NULL,,1,,2,,3,4,,176,1
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,176,1
NULL,,1,,Partai Kebangkitan Bangsa,,"55,332",,,176,1
NULL,,,,1,"NENG EEM MARHAMAH ZULFA HIZ, S.Th.I., M.M.","49,991",I,,176,1
NULL,,,,2,H. AHMAD ZENI KHOIRUZZAINI M.,"25,694",II,,176,1
NULL,,,,3,"CAMELIA PANDUWINATA LUBIS, S.E., M.I.Kom.","4,529",V,,176,1
NULL,,,,4,SYAIFUDDIN,"4,637",IV,,176,1
NULL,,,,5,BAGUS KARYANEGARA,"2,269",VII,,176,1
NULL,,,,6,Dra. Hj. AI DARLIAH,"4,412",VI,,176,1
NULL,,,,7,ARIFUL KHOLIQ ZAELANI,"5,972",III,,176,1
NULL,,,,8,"SITI NURLAILA, S.Par.","1,600",VIII,,176,1
NULL,,,,9,Drs. OTONG ABDURRAHMAN,"1,073",IX,,176,1
NULL,,TOTAL SUARA,,,,"155,509",,,176,1
NULL,,NO.,,URAIAN,,,,,176,2
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,176,2
NULL,,1,,2,,3,4,,176,2
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,176,2
NULL,,2,,Partai Gerakan Indonesia Raya,,"99,010",,,176,2
NULL,,,,1,"Dr. Ir. Hj. ENDANG SETYAWATI THOHARI, DESS., M.Sc.","54,833",II,,176,2
NULL,,,,2,IBNU ARIBOWO,"26,828",III,,176,2
NULL,,,,3,KAMRUSSAMAD,"70,309",I,,176,2
NULL,,,,4,Ir. IRWAN ARDI HASMAN,"17,827",IV,,176,2
NULL,,,,5,DERRY DRAJAT,"10,295",V,,176,2
NULL,,,,6,IIK HIKMAH,"1,916",IX,,176,2
NULL,,,,7,Ir. ARIA SULHAN WITOELAR,"6,858",VI,,176,2
NULL,,,,8,ANANDA NOVIOSSHAUMI EFENDI,"2,474",VIII,,176,2
NULL,,,,9,ASEP RAHMAT KURNIA JAYA,"2,852",VII,,176,2
NULL,,TOTAL SUARA,,,,"293,202",,,176,2
NULL,,NO.,,URAIAN,,,,,177,1
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,177,1
NULL,,1,,2,,3,4,,177,1
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,177,1
NULL,,3,,Partai Demokrasi Indonesia Perjuangan,,"60,044",,,177,1
NULL,,,,1,"DIAH PITALOKA, S.Sos., M.Si.","61,555",II,,177,1
NULL,,,,2,"ARIEF RACHMAN, S.H.","30,050",III,,177,1
NULL,,,,3,MOHAMMAD NURUZZAMAN,"21,511",IV,,177,1
NULL,,,,4,Ir. YULISTIAN IMAM TARYUDI,"4,859",V,,177,1
NULL,,,,5,ANDRI SALEH AMARALD,"4,830",VI,,177,1
NULL,,,,6,ISNUR YUHESTI,"2,818",VIII,,177,1
NULL,,,,7,Ir. HUSDI KARYONO,"3,603",VII,,177,1
NULL,,,,8,H. MUHAMAD ABDUL AZIS SEFUDIN,"97,123",I,,177,1
NULL,,,,9,KINTAN KUSUMA WARDHANI,"1,929",IX,,177,1
NULL,,TOTAL SUARA,,,,"288,322",,,177,1
NULL,,NO.,,URAIAN,,,,,177,2
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,177,2
NULL,,1,,2,,3,4,,177,2
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,177,2
NULL,,4,,Partai Golongan Karya,,"73,104",,,177,2
NULL,,,,1,ILHAM PERMANA,"61,731",II,,177,2
NULL,,,,2,BUDHY SETIAWAN,"74,533",I,,177,2
NULL,,,,3,"MELLI DARSA, S.H., LL.M.","21,874",IV,,177,2
NULL,,,,4,ISFHAN TAUFIK MUNGGARAN,"39,464",III,,177,2
NULL,,,,5,TATANG ZAENUDIN,"6,648",VII,,177,2
NULL,,,,6,"OSY MEIDY EFFENDI, S.Pd.","3,650",VIII,,177,2
NULL,,,,7,EDI DARMA POHAN,"14,029",V,,177,2
NULL,,,,8,"FIRMAN MULYADI, S.H., M.H.","11,435",VI,,177,2
NULL,,,,9,"TITIK SURYANTI, S.E.","2,933",IX,,177,2
NULL,,TOTAL SUARA,,,,"309,401",,,177,2
NULL,,NO.,,URAIAN,,,,,178,1
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,178,1
NULL,,1,,2,,3,4,,178,1
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,178,1
NULL,,5,,Partai NasDem,,"28,131",,,178,1
NULL,,,,1,H. TJETJEP MUCHTAR SOLEH,"21,544",II,,178,1
NULL,,,,2,"INDIRA CHUNDA THITA S., S.E., M.M.","10,515",VI,,178,1
NULL,,,,3,"MUHAMMAD TOHA, S.Ag., M.Pd.I.","12,545",IV,,178,1
NULL,,,,4,"Dr. Hj. MUNIFAH SYANWANI, M.Si.","15,846",III,,178,1
NULL,,,,5,ANANDA TOHPATI N. R.,"24,383",I,,178,1
NULL,,,,6,"AHMAD RIFAI SUFTYADI, S.H., M.H.","1,362",VIII,,178,1
NULL,,,,7,ENDI CAHYADI,"4,911",VII,,178,1
NULL,,,,8,"Hj. VIVI ROVIANA, S.I.Kom.","1,078",IX,,178,1
NULL,,,,9,H. FATHURRAHMAN MAHFUDZ,"10,600",V,,178,1
NULL,,TOTAL SUARA,,,,"130,915",,,178,1
NULL,,NO.,,URAIAN,,,,,178,2
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,178,2
NULL,,1,,2,,3,4,,178,2
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,178,2
NULL,,6,,Partai Buruh,,"6,533",,,178,2
NULL,,,,1,"Dr. H. Didi Suprijadi, M.M.","2,533",I,,178,2
NULL,,,,2,Hanipah,882,II,,178,2
NULL,,,,3,"Roni Febrianto, S.T., M.Fil.",821,III,,178,2
NULL,,,,4,Suamintoyo,462,IV,,178,2
NULL,,,,5,Jusri Panggabean,368,VI,,178,2
NULL,,,,6,Siti Mutoliah,446,V,,178,2
NULL,,,,7,Rohman,169,IX,,178,2
NULL,,,,8,Saiful Bahri,222,VIII,,178,2
NULL,,,,9,Dewi Susilawati,274,VII,,178,2
NULL,,TOTAL SUARA,,,,"12,710",,,178,2
NULL,,NO.,,URAIAN,,,,,179,1
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,179,1
NULL,,1,,2,,3,4,,179,1
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,179,1
NULL,,7,,Partai Gelombang Rakyat Indonesia,,"8,809",,,179,1
NULL,,,,1,ANANTO PRATIKNO,"2,583",I,,179,1
NULL,,,,2,HENWIRA HALIM,"1,146",II,,179,1
NULL,,,,3,NATASSYA TARA,771,III,,179,1
NULL,,,,,,,,,179,1
NULL,,,,,,,,,179,1
NULL,,,,,,,,,179,1
NULL,,,,,,,,,179,1
NULL,,,,,,,,,179,1
NULL,,,,,,,,,179,1
NULL,,TOTAL SUARA,,,,"13,309",,,179,1
NULL,,NO.,,URAIAN,,,,,179,2
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,179,2
NULL,,1,,2,,3,4,,179,2
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,179,2
NULL,,8,,Partai Keadilan Sejahtera,,"65,229",,,179,2
NULL,,,,1,Dr. H. SUSWONO,"53,134",II,,179,2
NULL,,,,2,H. ECKY AWAL MUCHARAM,"109,825",I,,179,2
NULL,,,,3,"SRI PANGESTI BUDI UTAMI, S.Pd., S.E., Ak., M.M.","10,241",III,,179,2
NULL,,,,4,"H. SADAR MUSLIHAT, S.H.","8,756",IV,,179,2
NULL,,,,5,"IRWAN GUNAWAN, S.P., M.M.","5,675",VI,,179,2
NULL,,,,6,"ISMA AIDA, Lc., M.I.Kom.","3,625",VIII,,179,2
NULL,,,,7,"NAUFAL AL-QASSAM S., S.Akun.","4,190",VII,,179,2
NULL,,,,8,"CECEP AGAM NUGRAHA, S.H., M.Kn.","6,658",V,,179,2
NULL,,,,9,FITRI NINGSIH,"1,919",IX,,179,2
NULL,,TOTAL SUARA,,,,"269,252",,,179,2
NULL,,NO.,,URAIAN,,,,,180,1
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,180,1
NULL,,1,,2,,3,4,,180,1
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,180,1
NULL,,9,,Partai Kebangkitan Nusantara,,"1,794",,,180,1
NULL,,,,1,EMIRSYAH MHD. THARIQ,374,II,,180,1
NULL,,,,2,"HUMAR DANI, S.E., S.H., M.M., M.H.",322,III,,180,1
NULL,,,,3,"RUSDARTI EKAWATI, S.H.",142,VI,,180,1
NULL,,,,4,H. PRASETYO SUDRAJAT,189,V,,180,1
NULL,,,,5,"DEDEN SUMIRAT, S.I.P., M.Si.",387,I,,180,1
NULL,,,,6,WINI APRIYANI H.,58,IX,,180,1
NULL,,,,7,IRFAN TASRIL,75,VII,,180,1
NULL,,,,8,KIKI KURNIAWATI,68,VIII,,180,1
NULL,,,,9,ABDUL MUJIB PASDAK,197,IV,,180,1
NULL,,TOTAL SUARA,,,,"3,606",,,180,1
NULL,,NO.,,URAIAN,,,,,180,2
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,180,2
NULL,,1,,2,,3,4,,180,2
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,180,2
NULL,,10,,Partai Hati Nurani Rakyat,,"1,814",,,180,2
NULL,,,,1,"RENNO PRAWIRA, S.E., M.S.M.",978,I,,180,2
NULL,,,,2,ATIQ RACHMAN,359,IV,,180,2
NULL,,,,3,"DIAH PITALOKA, S.H.",932,II,,180,2
NULL,,,,4,IRMA IRAWATI,381,III,,180,2
NULL,,,,5,"YATI INDRASIH, S.E.",176,VI,,180,2
NULL,,,,6,"MUHAMMAD REZHA OCTAVIANDRI, S.M.",260,V,,180,2
NULL,,,,7,INA ROHAINI,116,VIII,,180,2
NULL,,,,8,ASEP RUSMANA,175,VII,,180,2
NULL,,,,,,,,,180,2
NULL,,TOTAL SUARA,,,,"5,191",,,180,2
NULL,,NO.,,URAIAN,,,,,181,1
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,181,1
NULL,,1,,2,,3,4,,181,1
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,181,1
NULL,,11,,Partai Garda Republik Indonesia,,"1,460",,,181,1
NULL,,,,1,DALILAH,558,I,,181,1
NULL,,,,2,WISNU PRAYOGO,347,II,,181,1
NULL,,,,3,AMAR SURYADI PARMAN,251,IV,,181,1
NULL,,,,4,PRAYOGO AGUSTI,277,III,,181,1
NULL,,,,5,DESTIYAN SARI,213,V,,181,1
NULL,,,,6,M. RIZKI VANDELA PULUNGAN,138,VI,,181,1
NULL,,,,7,EMA SURYANINGSIH,121,VII,,181,1
NULL,,,,8,SAEFFURQON,111,VIII,,181,1
NULL,,,,9,YE HAMDI ASSAGAF,102,IX,,181,1
NULL,,TOTAL SUARA,,,,"3,578",,,181,1
NULL,,NO.,,URAIAN,,,,,181,2
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,181,2
NULL,,1,,2,,3,4,,181,2
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,181,2
NULL,,12,,Partai Amanat Nasional,,"26,227",,,181,2
NULL,,,,1,H. EDDY SOEPARNO,"66,703",I,,181,2
NULL,,,,2,"YANE ARDIAN RACHMAN, S.E., M.Si.","29,084",II,,181,2
NULL,,,,3,"Dr. Ir. BEDJO SANTOSO, M.Si.","8,034",III,,181,2
NULL,,,,4,ASEP SOPYAN,"5,858",IV,,181,2
NULL,,,,5,"ADISON, S.E., M.H.","1,530",V,,181,2
NULL,,,,6,"Herdianti Puspitasari, S.Si.","1,267",VIII,,181,2
NULL,,,,7,Ir. R. SONNY PURNARA,"1,334",VII,,181,2
NULL,,,,8,"Drs. DAUD SUBARKAH, M.Si.",788,IX,,181,2
NULL,,,,9,"AYU ARIANTI, S.H.","1,358",VI,,181,2
NULL,,TOTAL SUARA,,,,"142,183",,,181,2
NULL,,NO.,,URAIAN,,,,,182,1
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,182,1
NULL,,1,,2,,3,4,,182,1
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,182,1
NULL,,13,,Partai Bulan Bintang,,"2,180",,,182,1
NULL,,,,1,"HAMIDAH YACOUB, B.A.",907,I,,182,1
NULL,,,,2,"Drs. H. AZKAR BADRI, M.Si.",687,II,,182,1
NULL,,,,3,IKHWAN SUHIMAN,412,IV,,182,1
NULL,,,,4,"EDI HARAPAN, S.H.",474,III,,182,1
NULL,,,,5,JANUARI MARIANIE,196,VII,,182,1
NULL,,,,6,"MA'RIFATUL ALIYAH A.M, S.Pd.",228,V,,182,1
NULL,,,,7,M. IDRIS DAULAT,110,IX,,182,1
NULL,,,,8,R. LINA KURNIASARI,114,VIII,,182,1
NULL,,,,9,EKO PRAYITNO,227,VI,,182,1
NULL,,TOTAL SUARA,,,,"5,535",,,182,1
NULL,,NO.,,URAIAN,,,,,182,2
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,182,2
NULL,,1,,2,,3,4,,182,2
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,182,2
NULL,,14,,Partai Demokrat,,"26,504",,,182,2
NULL,,,,1,Prof. Dr. H. Sjarifuddin Hasan,"29,484",I,,182,2
NULL,,,,2,Agust Jovan Latuconsina,"14,781",II,,182,2
NULL,,,,3,SESILIA ANWAR,"2,433",V,,182,2
NULL,,,,4,ENDANG SUTISNA,"4,431",III,,182,2
NULL,,,,5,"EVY SUSANTI, S.H.","3,310",IV,,182,2
NULL,,,,6,IDAN RAMDAN,"1,362",VII,,182,2
NULL,,,,7,"Nia Rohania, S.H.","1,993",VI,,182,2
NULL,,,,8,"Yudhi Yogaswara Darmawan, S.T.","1,265",VIII,,182,2
NULL,,,,9,MAKMUN HALIM THOHARI,651,IX,,182,2
NULL,,TOTAL SUARA,,,,"86,214",,,182,2
NULL,,NO.,,URAIAN,,,,,183,1
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,183,1
NULL,,1,,2,,3,4,,183,1
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,183,1
NULL,,15,,Partai Solidaritas Indonesia,,"16,709",,,183,1
NULL,,,,1,"YUNGKY GUSTIRANDA, S.H.","6,798",II,,183,1
NULL,,,,2,ANDIKA ABDILLAH SOERIA SAPARDI ROSADI,"10,709",I,,183,1
NULL,,,,3,YANA FITRIA ZIRASTIVANI,"1,625",IV,,183,1
NULL,,,,4,Darajat Bakti Purnama,"6,330",III,,183,1
NULL,,,,5,"IMAM SUTANTO DHANI, S.E.","1,261",VI,,183,1
NULL,,,,6,ZERLINA AGHISTY SNA,"1,170",VII,,183,1
NULL,,,,7,MUHAMMAD FEBRIANSYAH,690,VIII,,183,1
NULL,,,,8,MUH. REVI S.,273,IX,,183,1
NULL,,,,9,SANTIKA YOHANTO SATYANEGARA,"1,582",V,,183,1
NULL,,TOTAL SUARA,,,,"47,147",,,183,1
NULL,,NO.,,URAIAN,,,,,183,2
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,183,2
NULL,,1,,2,,3,4,,183,2
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,183,2
NULL,,16,,PARTAI PERINDO,,"4,489",,,183,2
NULL,,,,1,Dr. H. DJONI ROLINDRAWAN,"2,740",I,,183,2
NULL,,,,2,"H. WAWAN SETIAWAN, S.H., M.I.Pol.","2,558",II,,183,2
NULL,,,,3,VINNY TAURISIA,808,IV,,183,2
NULL,,,,4,"Dr. ARIPIN TAMBUNAN, M.Th.",831,III,,183,2
NULL,,,,5,BOY ZAKARIA BAMBANG PRATOMO,261,VI,,183,2
NULL,,,,6,"FEIRUZ MELAWARDHANI CHANDRAKUSUMA, S.Kom.",235,VIII,,183,2
NULL,,,,7,NANANG SUTISNA,148,IX,,183,2
NULL,,,,8,LILIS SAADAH,277,V,,183,2
NULL,,,,9,WENDY,236,VII,,183,2
NULL,,TOTAL SUARA,,,,"12,583",,,183,2
NULL,,NO.,,URAIAN,,,,,184,1
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,184,1
NULL,,1,,2,,3,4,,184,1
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,184,1
NULL,,17,,Partai Persatuan Pembangunan,,"13,420",PERINGKAT,,184,1
NULL,,,,1,"H. ANDI SURYA WIJAYA, S.H., M.H.","12,377",II,,184,1
NULL,,,,2,R FATHAN KAMIL,"29,836",I,,184,1
NULL,,,,3,"RIVIA AWALIYAH, S.Pd.I.","1,517",IV,,184,1
NULL,,,,4,MUSA KADZIM ANWAR,"1,063",V,,184,1
NULL,,,,5,ZAENUL MUTAQIN,"11,356",III,,184,1
NULL,,,,6,TUTI SULASMI,680,VII,,184,1
NULL,,,,7,YULIANA RUSMITA,595,IX,,184,1
NULL,,,,8,RULLY PERDA ANANDA,602,VIII,,184,1
NULL,,,,9,"AFIFUDIN, S.E., M.Si.",720,VI,,184,1
NULL,,TOTAL SUARA,,,,"72,166",,,184,1
NULL,,NO.,,URAIAN,,,,,184,2
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,184,2
NULL,,1,,2,,3,4,,184,2
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,184,2
NULL,,24,,Partai Ummat,,"3,007",,,184,2
NULL,,,,1,"Hj. FITRIAH ABDUL AZIS, S.Sos.","1,298",I,,184,2
NULL,,,,2,"K.H. ASEP BURHANUDDIN, S.H.","1,279",II,,184,2
NULL,,,,3,"EKO SAPUTRA, S.E.I, M.E.",370,VI,,184,2
NULL,,,,4,"ADI BAGUS HUTAMA, S.T., S.Sos., M.Si.",439,IV,,184,2
NULL,,,,5,"Dr. M. LUTHFIE, S.IP., M.Si.",376,V,,184,2
NULL,,,,6,I. N. FAUZIA,172,IX,,184,2
NULL,,,,7,"Dr. AGUS SURACHMAN, S.H.",599,III,,184,2
NULL,,,,8,"YOSEP RODIBILLAH MAULANA YUSUF, S.Sy.",175,VIII,,184,2
NULL,,,,9,"YULIA LAHUDRA, S.H., S.Pd., M.M.",184,VII,,184,2
NULL,,TOTAL SUARA,,,,"7,899",,,184,2
NULL,,NO.,,URAIAN,,,,,185,1
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,185,1
NULL,,1,,2,,3,4,,185,1
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,185,1
NULL,,1,,Partai Kebangkitan Bangsa,,"57,583",,,185,1
NULL,,,,1,ZAINUL MUNASICHIN,"63,780",I,,185,1
NULL,,,,2,"MIFTAHUL JANAH, M.Si.","23,696",II,,185,1
NULL,,,,3,ANWAR SADAD,"17,803",IV,,185,1
NULL,,,,4,SABRINA RISTAWAN,"6,435",V,,185,1
NULL,,,,5,MUHAMMAD RODLI KAELANI,"20,212",III,,185,1
NULL,,,,6,"HERI PURNAMA TANJUNG, S.H.","2,370",VI,,185,1
NULL,,TOTAL SUARA,,,,"191,879",,,185,1
NULL,,NO.,,URAIAN,,,,,185,2
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,185,2
NULL,,1,,2,,3,4,,185,2
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,185,2
NULL,,2,,Partai Gerakan Indonesia Raya,,"85,556",,,185,2
NULL,,,,1,HERI GUNAWAN,"91,748",I,,185,2
NULL,,,,2,"SATRIO DIMAS ADITYO, M.B.A.","87,600",II,,185,2
NULL,,,,3,"RAKHMAYANTI NOVITASARI, S.E., S.Sos., M.Si.","6,452",III,,185,2
NULL,,,,4,IDHAM NUGROHO,"3,225",V,,185,2
NULL,,,,5,"Dr. GATOT SATRIO UTOMO, S.H., M.H.","5,791",IV,,185,2
NULL,,,,6,"SITI NAYLI ROPIATUL HAPIDHOH, A.P.","2,430",VI,,185,2
NULL,,TOTAL SUARA,,,,"282,802",,,185,2
NULL,,NO.,,URAIAN,,,,,185,3
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,185,3
NULL,,1,,2,,3,4,,185,3
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,185,3
NULL,,3,,Partai Demokrasi Indonesia Perjuangan,,"35,269",,,185,3
NULL,,,,1,"dr. RIBKA TJIPTANING P., AAK.","39,229",I,,185,3
NULL,,,,2,Dr. SUNDAWAN SALYA,"26,016",II,,185,3
NULL,,,,3,VALENS DAKI SOO,"3,404",III,,185,3
NULL,,,,4,ALI AKBAR,"2,168",IV,,185,3
NULL,,,,5,HAMID,"1,254",V,,185,3
NULL,,,,6,ZAHRA NASIHAH FATIN PUTRI NINDI,"1,015",VI,,185,3
NULL,,TOTAL SUARA,,,,"108,355",,,185,3
NULL,,NO.,,URAIAN,,,,,186,1
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,186,1
NULL,,1,,2,,3,4,,186,1
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,186,1
NULL,,4,,Partai Golongan Karya,,"56,689",,,186,1
NULL,,,,1,"Hj. DEWI ASMARA, S.H., M.H.","123,216",I,,186,1
NULL,,,,2,PASHA ISMAYA SUKARDI,"22,787",III,,186,1
NULL,,,,3,"ARFA GUNAWAN, S.H., M.A.","24,644",II,,186,1
NULL,,,,4,TANTYO ADJI P. SUDHARMONO,"5,133",IV,,186,1
NULL,,,,5,RADITYA DWI PUTRA K,"2,231",VI,,186,1
NULL,,,,6,"Hj. NUNUNG KURNIASIH, S.E.","2,249",V,,186,1
NULL,,TOTAL SUARA,,,,"236,949",,,186,1
NULL,,NO.,,URAIAN,,,,,186,2
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,186,2
NULL,,1,,2,,3,4,,186,2
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,186,2
NULL,,5,,Partai NasDem,,"20,353",,,186,2
NULL,,,,1,H. AYEP ZAKI,"40,729",I,,186,2
NULL,,,,2,"Dr. TETTY SUFIANTY ZAFAR, M.M.","5,348",IV,,186,2
NULL,,,,3,FIKRI ABDUL AJIZ,"26,553",II,,186,2
NULL,,,,4,RIA SANTI APRILIA,905,VI,,186,2
NULL,,,,5,"HABIB MUSTOFA, S.E.","10,218",III,,186,2
NULL,,,,6,YANVI ALEX,"1,479",V,,186,2
NULL,,TOTAL SUARA,,,,"105,585",,,186,2
NULL,,NO.,,URAIAN,,,,,186,3
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,186,3
NULL,,1,,2,,3,4,,186,3
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,186,3
NULL,,6,,Partai Buruh,,"3,384",,,186,3
NULL,,,,1,Dr. Hasian Hamonangan Manik,"1,613",I,,186,3
NULL,,,,2,Fajar Angga Kusumah,958,II,,186,3
NULL,,,,3,Septina Rahmi,431,III,,186,3
NULL,,,,4,"Ricad Destian, S.ST.",179,VI,,186,3
NULL,,,,5,Eko Priyono,209,V,,186,3
NULL,,,,6,Suci Wulandari,261,IV,,186,3
NULL,,TOTAL SUARA,,,,"7,035",,,186,3
NULL,,NO.,,URAIAN,,,,,187,1
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,187,1
NULL,,1,,2,,3,4,,187,1
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,187,1
NULL,,7,,Partai Gelombang Rakyat Indonesia,,"6,531",,,187,1
NULL,,,,1,"Dr. SARAH HANDAYANI, S.K.M., M.Kes.","4,959",I,,187,1
NULL,,,,2,Ade Wahyudin,"1,579",II,,187,1
NULL,,,,3,"SYAEPAH SUMARNA, S.Pd.",438,III,,187,1
NULL,,,,4,TIKA HARYANI,412,IV,,187,1
NULL,,,,,,,,,187,1
NULL,,,,,,,,,187,1
NULL,,TOTAL SUARA,,,,"13,919",,,187,1
NULL,,NO.,,URAIAN,,,,,187,2
NULL,,"DATA PEROLEHAN SUARA PARTAI POLITIK
DAN SUARA CALON",,,,SUARA SAH,PERINGKAT,,187,2
NULL,,1,,2,,3,4,,187,2
NULL,,"NOMOR, NAMA PARTAI DAN CALON",,,,,,,187,2
NULL,,8,,Partai Keadilan Sejahtera,,"43,767",,,187,2
NULL,,,,1,ASEP SAEPULLOH DANU,"26,155",III,,187,2
NULL,,,,2,drh. SLAMET,"64,044",I,,187,2
NULL,,,,3,"Hj. FITRI HAYATI, S.Ag., M.M.Pd.","23,771",IV,,187,2
NULL,,,,4,ABDUL MUIZ,"17,659",V,,187,2
