Year,Election,Province,District Name,Party Number,Party Name,Candidate Name,"Candidate Gender L=Male, P=Female",Candidate List Number
2019,DPR ,JAWA BARAT,JAWA BARAT VII,2,Gerindra,OBON TABRONI,L,2
2019,DPR ,JAWA BARAT,JAWA BARAT VII,2,Gerindra,"H. RUSTANDIE, SH",L,3
2019,DPR ,JAWA BARAT,JAWA BARAT VII,2,Gerindra,Ir. ARIA SULHAN WITOELAR,L,4
2019,DPR ,JAWA BARAT,JAWA BARAT VII,2,Gerindra,DERRY DRAJAT,L,5
2019,DPR ,JAWA BARAT,JAWA BARAT VII,2,Gerindra,ANY MARIANY TENGKER,P,6
2019,DPR ,JAWA BARAT,JAWA BARAT VII,2,Gerindra,"H. DARIS, SH",L,7
2019,DPR ,JAWA BARAT,JAWA BARAT VII,2,Gerindra,"NACE PERMANA, SE., M.IKom",L,8
2019,DPR ,JAWA BARAT,JAWA BARAT VII,2,Gerindra,"Hj. SUSILAWATI, SE",P,9
2019,DPR ,JAWA BARAT,JAWA BARAT VII,2,Gerindra,"DR. SUDJUD SIRADJUDDIN, SH., MH",L,10
2019,DPR ,JAWA BARAT,JAWA BARAT VII,3,PDIP,RIEKE DIAH PITALOKA,P,1
2019,DPR ,JAWA BARAT,JAWA BARAT VII,3,PDIP,DANIEL LUMBAN TOBING,L,2
2019,DPR ,JAWA BARAT,JAWA BARAT VII,3,PDIP,DEDEN DARMANSAH,L,3
2019,DPR ,JAWA BARAT,JAWA BARAT VII,3,PDIP,ADITYAWARMAN GINTING,L,4
2019,DPR ,JAWA BARAT,JAWA BARAT VII,3,PDIP,"HARGO YUWONO, S.Sos., M.Si",L,5
2019,DPR ,JAWA BARAT,JAWA BARAT VII,3,PDIP,"INDAH WITMIATI, S.H., M.Kn",P,6
2019,DPR ,JAWA BARAT,JAWA BARAT VII,3,PDIP,KARNA WIJAYA,L,7
2019,DPR ,JAWA BARAT,JAWA BARAT VII,3,PDIP,Ir. ALEXANDER DOLOKASRIBU,L,8
2019,DPR ,JAWA BARAT,JAWA BARAT VII,3,PDIP,NINDY ELLESSE,P,9
2019,DPR ,JAWA BARAT,JAWA BARAT VII,3,PDIP,ANDREAU MISANTA PRIBADI,L,10
2019,DPR ,JAWA BARAT,JAWA BARAT VII,4,Golkar,"DEDI MULYADI, S.H",L,1
2019,DPR ,JAWA BARAT,JAWA BARAT VII,4,Golkar,PUTERI KOMARUDIN,P,2
2019,DPR ,JAWA BARAT,JAWA BARAT VII,4,Golkar,Drs. DADANG S MUCHTAR,L,3
2019,DPR ,JAWA BARAT,JAWA BARAT VII,4,Golkar,"TUTI NURCHOLIFAH YASIN, S.ked",P,4
2019,DPR ,JAWA BARAT,JAWA BARAT VII,4,Golkar,"Drs. JENRI M.P PANJAITAN, M.H",L,5
2019,DPR ,JAWA BARAT,JAWA BARAT VII,4,Golkar,"RINA DWI ANDINI, S.H., M.H.",P,6
2019,DPR ,JAWA BARAT,JAWA BARAT VII,4,Golkar,NURUL ATIQ TAJUDDIN,L,7
2019,DPR ,JAWA BARAT,JAWA BARAT VII,4,Golkar,MOH. SUAIB,L,8
2019,DPR ,JAWA BARAT,JAWA BARAT VII,4,Golkar,"MOHAMMAD AMIN FAUZI, S.H., M.Si",L,9
2019,DPR ,JAWA BARAT,JAWA BARAT VII,4,Golkar,Drs. R. HADYMARTOMO,L,10
2019,DPR ,JAWA BARAT,JAWA BARAT VII,5,NasDem,"SAAN MUSTOPA, M.Si",L,1
2019,DPR ,JAWA BARAT,JAWA BARAT VII,5,NasDem,"DEWI NURANI, S.Psi",P,2
2019,DPR ,JAWA BARAT,JAWA BARAT VII,5,NasDem,"H. ROHIM MINTAREJA, S.Sos., M.Si",L,3
2019,DPR ,JAWA BARAT,JAWA BARAT VII,5,NasDem,"SURYA KUSUMANEGARA, SE . MM",L,4
2019,DPR ,JAWA BARAT,JAWA BARAT VII,5,NasDem,DELLA PUSPITA,P,5
2019,DPR ,JAWA BARAT,JAWA BARAT VII,5,NasDem,DRG. FERRY THOMAS TATO LATANNA,L,6
2019,DPR ,JAWA BARAT,JAWA BARAT VII,5,NasDem,"DR. NIRU ANITA SINAGA, SH, MH",P,7
2019,DPR ,JAWA BARAT,JAWA BARAT VII,5,NasDem,RADEN JOKO RANGGONO,L,8
2019,DPR ,JAWA BARAT,JAWA BARAT VII,5,NasDem,Drs. LINGGOM F L. TORUAN,L,9
2019,DPR ,JAWA BARAT,JAWA BARAT VII,5,NasDem,BARTO TANGDIBALI,L,10
2019,DPR ,JAWA BARAT,JAWA BARAT VII,6,Garuda,MUHAMMAD FAIZ ROZI,L,1
2019,DPR ,JAWA BARAT,JAWA BARAT VII,6,Garuda,MEGA KHARISMA KUSUMAWARNI,P,2
2019,DPR ,JAWA BARAT,JAWA BARAT VII,6,Garuda,"MUHAMMAD FADLILLAH, S.KOM",L,3
2019,DPR ,JAWA BARAT,JAWA BARAT VII,6,Garuda,ANITA ANDRIANIE,P,4
2019,DPR ,JAWA BARAT,JAWA BARAT VII,7,Berkarya,"INDIRAYANI KOSTININGTYAS, SE",P,1
2019,DPR ,JAWA BARAT,JAWA BARAT VII,7,Berkarya,"Dr. Ir. H. NASEP RACHMAT, MM., M.Si.",L,2
2019,DPR ,JAWA BARAT,JAWA BARAT VII,7,Berkarya,Drs. BAMBANG ABIMANYU,L,3
2019,DPR ,JAWA BARAT,JAWA BARAT VII,7,Berkarya,"SONYA RIZKY, SE",P,4
2019,DPR ,JAWA BARAT,JAWA BARAT VII,7,Berkarya,"ASEP AGUSTIAN, SH, MH",L,5
2019,DPR ,JAWA BARAT,JAWA BARAT VII,7,Berkarya,Drs. ASEP ISHAK,L,6
2019,DPR ,JAWA BARAT,JAWA BARAT VII,7,Berkarya,H. ABU BAKAR,L,7
2019,DPR ,JAWA BARAT,JAWA BARAT VII,7,Berkarya,"Dra. ASMAULHUSNA ADAM, M.Pd.",P,8
2019,DPR ,JAWA BARAT,JAWA BARAT VII,7,Berkarya,"HARTONO SINGGIH, S.IP, MM",L,9
2019,DPR ,JAWA BARAT,JAWA BARAT VII,7,Berkarya,"BADRUL MUNIR, SE",L,10
2019,DPR ,JAWA BARAT,JAWA BARAT VII,8,PKS,AHMAD SYAIKHU,L,1
2019,DPR ,JAWA BARAT,JAWA BARAT VII,8,PKS,"DR. H. SADUDDIN, MM.",L,2
2019,DPR ,JAWA BARAT,JAWA BARAT VII,8,PKS,"RATNA MULYA MADURANI, S. H",P,3
2019,DPR ,JAWA BARAT,JAWA BARAT VII,8,PKS,Drs. THOHA MAHSUN,L,4
2019,DPR ,JAWA BARAT,JAWA BARAT VII,8,PKS,ASEP IRAWAN,L,5
2019,DPR ,JAWA BARAT,JAWA BARAT VII,8,PKS,"HJ. DWI SEPTIAWATI, S.Pd.",P,6
2019,DPR ,JAWA BARAT,JAWA BARAT VII,8,PKS,"YOYO SUTARYO, S.PKP",L,7
2019,DPR ,JAWA BARAT,JAWA BARAT VII,8,PKS,"PIPIN SOPIAN, S.Sos., IMRI",L,8
2019,DPR ,JAWA BARAT,JAWA BARAT VII,8,PKS,TIA TRESNAWATI,P,9
2019,DPR ,JAWA BARAT,JAWA BARAT VII,8,PKS,H. NANANG IMAM FIRDAUS,L,10
2019,DPR ,JAWA BARAT,JAWA BARAT VII,9,Perindo,"CAROL DANIEL KADANG, SE, MM.",L,1
2019,DPR ,JAWA BARAT,JAWA BARAT VII,9,Perindo,"DENNY ADIN, SE",L,2
2019,DPR ,JAWA BARAT,JAWA BARAT VII,9,Perindo,"ANGEL LELGA, S.E",P,3
2019,DPR ,JAWA BARAT,JAWA BARAT VII,9,Perindo,"H. EK BUDI SANTOSO, SE., MM",L,4
2019,DPR ,JAWA BARAT,JAWA BARAT VII,9,Perindo,"TAUFIK RUSDI, SH",L,5
2019,DPR ,JAWA BARAT,JAWA BARAT VII,9,Perindo,"ROSY CHADWI PUTRI, S.KM",P,6
2019,DPR ,JAWA BARAT,JAWA BARAT VII,9,Perindo,"ROHMAT, SH., MH",L,7
2019,DPR ,JAWA BARAT,JAWA BARAT VII,9,Perindo,"Ns. AULIYA RISHA, S.Kep",P,8
2019,DPR ,JAWA BARAT,JAWA BARAT VII,9,Perindo,H. M. FERRARI NURRACHADIAN,L,9
2019,DPR ,JAWA BARAT,JAWA BARAT VII,9,Perindo,"SAHRONI SURYANA, SH",L,10
2019,DPR ,JAWA BARAT,JAWA BARAT VII,10,PPP,Dra. HJ. WARDATUL ASRIAH,P,1
2019,DPR ,JAWA BARAT,JAWA BARAT VII,10,PPP,HJ. SITI NURMILA,P,2
2019,DPR ,JAWA BARAT,JAWA BARAT VII,10,PPP,SLAMET GUNAWAN,L,3
2019,DPR ,JAWA BARAT,JAWA BARAT VII,10,PPP,"ZAKY MAHENDRA ZULKARNAEN, S.PD.",L,4
2019,DPR ,JAWA BARAT,JAWA BARAT VII,10,PPP,"DINUL HUSNAN, S.Pd.I",L,5
2019,DPR ,JAWA BARAT,JAWA BARAT VII,10,PPP,"NENENG LASMITA SUSANTI, SE., M.Ak",P,6
2019,DPR ,JAWA BARAT,JAWA BARAT VII,10,PPP,"MUKHAMAD CHOIRUDIN, S.HUM.",L,7
2019,DPR ,JAWA BARAT,JAWA BARAT VII,10,PPP,R.M YUSUF SUGIARTO,L,8
2019,DPR ,JAWA BARAT,JAWA BARAT VII,10,PPP,RAHMAT HIDAYAT,L,9
2019,DPR ,JAWA BARAT,JAWA BARAT VII,10,PPP,"H. SHALIH MANGARA, SH. MH",L,10
2019,DPR ,JAWA BARAT,JAWA BARAT VII,11,PSI,"HABIB. MUANNAS, SH",L,1
2019,DPR ,JAWA BARAT,JAWA BARAT VII,11,PSI,"FILIVHIENA ANDALUSIA FAISOL, SE",P,2
2019,DPR ,JAWA BARAT,JAWA BARAT VII,11,PSI,ZEA ASMARA BAKRI,P,3
2019,DPR ,JAWA BARAT,JAWA BARAT VII,11,PSI,"GATOT IMAM NUGROHO, MBA",L,4
2019,DPR ,JAWA BARAT,JAWA BARAT VII,11,PSI,ALBERT MARTINUS,L,5
2019,DPR ,JAWA BARAT,JAWA BARAT VII,11,PSI,ROSDIYANA MARTENA GUBA,P,6
2019,DPR ,JAWA BARAT,JAWA BARAT VII,11,PSI,"NELLY MARIA SAMOSIR, M.Pd",P,7
2019,DPR ,JAWA BARAT,JAWA BARAT VII,11,PSI,MAHAYONI,L,8
2019,DPR ,JAWA BARAT,JAWA BARAT VII,11,PSI,HERMAN,L,9
2019,DPR ,JAWA BARAT,JAWA BARAT VII,11,PSI,"ONDO EBENEZER H P, S.Kom",L,10
2019,DPR ,JAWA BARAT,JAWA BARAT VII,12,PAN,"DAENG MUHAMMAD, SE., MSi",L,1
2019,DPR ,JAWA BARAT,JAWA BARAT VII,12,PAN,DR. Hj. MEILINA KARTIKA KADIR,P,2
2019,DPR ,JAWA BARAT,JAWA BARAT VII,12,PAN,"dr. ASEP HIDAYAT LUKMAN, MM",L,3
2019,DPR ,JAWA BARAT,JAWA BARAT VII,12,PAN,"Ir. CHAIRUL RAZAK, M.E",L,4
2019,DPR ,JAWA BARAT,JAWA BARAT VII,12,PAN,"RAHMAT, SH.I",L,5
2019,DPR ,JAWA BARAT,JAWA BARAT VII,12,PAN,RINA SEPTIANA,P,6
2019,DPR ,JAWA BARAT,JAWA BARAT VII,12,PAN,"MUHAMMAD SELAMAT JUPRI, SH",L,7
2019,DPR ,JAWA BARAT,JAWA BARAT VII,12,PAN,Ir. HERRY MOELYANTO,L,8
2019,DPR ,JAWA BARAT,JAWA BARAT VII,12,PAN,"Hj. TANTI LISTIANTI, SE., MM",P,9
2019,DPR ,JAWA BARAT,JAWA BARAT VII,12,PAN,"MUHAMMAD TESAR SANDIKAPURA, ST., MT",L,10
2019,DPR ,JAWA BARAT,JAWA BARAT VII,13,Hanura,TUMIUR SURIATY S,P,1
2019,DPR ,JAWA BARAT,JAWA BARAT VII,13,Hanura,HIPATIOS WIRAWAN LABUT. SH,L,2
2019,DPR ,JAWA BARAT,JAWA BARAT VII,13,Hanura,"HAMDANI TANJUNG, S.Pd",L,3
2019,DPR ,JAWA BARAT,JAWA BARAT VII,13,Hanura,"ASEP SA'DUDDIN SABILURRASAD, S.Ag",L,4
2019,DPR ,JAWA BARAT,JAWA BARAT VII,13,Hanura,"TIEN ASPASIA, S.Pd., M.Pd",P,5
2019,DPR ,JAWA BARAT,JAWA BARAT VII,13,Hanura,"SURANI, AM.Keb",P,6
2019,DPR ,JAWA BARAT,JAWA BARAT VII,13,Hanura,"SUTIYO BUDIYARTHO, SE.SIP",L,7
2019,DPR ,JAWA BARAT,JAWA BARAT VII,13,Hanura,"dr. ANJAR SETYA WIDARTI, MARS",P,8
2019,DPR ,JAWA BARAT,JAWA BARAT VII,13,Hanura,"SUPONO, S.AP",L,9
2019,DPR ,JAWA BARAT,JAWA BARAT VII,13,Hanura,"DAHLAN RIZAWARMAN, SE",L,10
2019,DPR ,JAWA BARAT,JAWA BARAT VII,14,Demokrat,"Hj. VERA FEBYANTHY, M.Si",P,1
2019,DPR ,JAWA BARAT,JAWA BARAT VII,14,Demokrat,NURCAHYO ANGGORO JATI,L,2
2019,DPR ,JAWA BARAT,JAWA BARAT VII,14,Demokrat,"Ir. H. HARI KARTANA, MM., Ph.D., D.Sc.",L,3
2019,DPR ,JAWA BARAT,JAWA BARAT VII,14,Demokrat,"DR. H. R.A. MUNAWAR FUAD, M.Ag.",L,4
2019,DPR ,JAWA BARAT,JAWA BARAT VII,14,Demokrat,"BAYU IRAWAN, S.Sos",L,5
2019,DPR ,JAWA BARAT,JAWA BARAT VII,14,Demokrat,HJ. UMI HARYANI,P,6
2019,DPR ,JAWA BARAT,JAWA BARAT VII,14,Demokrat,"ROMI OKTAVIANSYAH, SE",L,7
2019,DPR ,JAWA BARAT,JAWA BARAT VII,14,Demokrat,"Ir. JOEROY, SH., MM., MH.",L,8
2019,DPR ,JAWA BARAT,JAWA BARAT VII,14,Demokrat,ENJI SWASTIKA PUTRI,P,9
2019,DPR ,JAWA BARAT,JAWA BARAT VII,14,Demokrat,KRISNA BAYU,L,10
2019,DPR ,JAWA BARAT,JAWA BARAT VII,19,PBB,"AZHAR AUNG, SH., S.P1., M.Si",L,1
2019,DPR ,JAWA BARAT,JAWA BARAT VII,19,PBB,Prof. DR. SANUSI UWES,L,2
2019,DPR ,JAWA BARAT,JAWA BARAT VII,19,PBB,DR. POPI PUADAH,P,3
2019,DPR ,JAWA BARAT,JAWA BARAT VII,19,PBB,Drs. H. M. SALEH MANAF,L,4
2019,DPR ,JAWA BARAT,JAWA BARAT VII,19,PBB,Ir. ABD KADIR ASSEGAF,L,5
2019,DPR ,JAWA BARAT,JAWA BARAT VII,19,PBB,"RIANA MELADEWI, SH., MKn",P,6
2019,DPR ,JAWA BARAT,JAWA BARAT VII,19,PBB,MUHAMMAD RIDWAN,L,7
2019,DPR ,JAWA BARAT,JAWA BARAT VII,19,PBB,"YUSMAN DAWOLO, S.Kom.I",L,8
2019,DPR ,JAWA BARAT,JAWA BARAT VII,19,PBB,TINA MELINDA,P,9
2019,DPR ,JAWA BARAT,JAWA BARAT VII,19,PBB,"ZAKY ROBY CAHYADI, ST",L,10
2019,DPR ,JAWA BARAT,JAWA BARAT VII,20,PKPI,"ANGGA BUSRA LESMANA, S.H.",L,1
2019,DPR ,JAWA BARAT,JAWA BARAT VII,20,PKPI,FAIRRA TRI AGUSTINT,P,2
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,1,PKB,"H. DEDI WAHIDI, S.Pd",L,1
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,1,PKB,"Dr. HJ IEMAS MASITHOH M NOOR, SH, MH",P,2
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,1,PKB,MARZUKI YAZID,L,3
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,1,PKB,"H. SJAMSUDDIN, SH, MH",L,4
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,1,PKB,"PUPU SRIWULAN SUMAYA, SH, MH",P,5
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,1,PKB,DRS. H MASYKUR IBNU ILYAS,L,6
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,1,PKB,"AHMAD ROYANDI, S.H., M.H.",L,7
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,1,PKB,"TUTI ALAWIYAH, M.PD.I",P,8
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,1,PKB,SHOLEHUDDIN,L,9
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,2,Gerindra,MUHAJIDIN NUR HASIM,L,1
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,2,Gerindra,"Dr. Ir. H. KARDAYA WARNIKA, D. E. A.",L,2
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,2,Gerindra,"Hj. ESIH WARNESIH, SS., M.Pd",P,3
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,2,Gerindra,"DR. ANGGAWIRA, MM",L,4
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,2,Gerindra,"H. DEDE MUHARAM, Lc",L,5
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,2,Gerindra,POETRI DEWI WAHYUNINGTYAS,P,6
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,2,Gerindra,Ir. A. ANDRIANSYAH,L,7
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,2,Gerindra,"Drs. H. KALINGA, MM",L,8
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,2,Gerindra,NURUL MAULIDAH,P,9
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,3,PDIP,"ONO SURONO, S.T.",L,1
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,3,PDIP,DWISUNU HANUNG NUGRAHANTO,L,2
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,3,PDIP,"SELLY ANDRIANY GANTINA, A.Md",P,3
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,3,PDIP,H. ISKANDAR ZULKARNAIN T.,L,4
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,3,PDIP,"Drs. YOSEPH UMARHADI, M.Si., M.A.",L,5
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,3,PDIP,"HJ. SITI MARIANI, S.Sos., M.M.",P,6
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,3,PDIP,"KOL. CPM (P). AGUS ZULKARNAIN, S.H.",L,7
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,3,PDIP,Ir. KIAGUS ABDUL AZIZ MUSLIM,L,8
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,3,PDIP,"VINDY FARADILAH, S.E.",P,9
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,4,Golkar,"DAVE AKBARSHAH FIKARNO, M.E.",L,1
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,4,Golkar,"H. DANIEL MUTAQIEN SYAFUDDIN, S.T",L,2
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,4,Golkar,"NOVINDA PUTRI UTAMI, S.IP., M.I.P",P,3
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,4,Golkar,"BAMBANG HERMANTO, S.E",L,4
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,4,Golkar,ABD. RAZAK SAID,L,5
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,4,Golkar,"IIS AISAH, S.E.I., M.Si.",P,6
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,4,Golkar,"PULIHONO, S.E.",L,7
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,4,Golkar,Drs. SISWANDI,L,8
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,4,Golkar,"YULIANI WAHYUNINGSIH, Amd. Keb",P,9
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,5,NasDem,"Dra. NINING INDRA SHALEH, M.SI",P,1
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,5,NasDem,NURUL QOMAR,L,2
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,5,NasDem,"Dr. ONDANG SURJANA, Drs, SH, M.Si, QIA",L,3
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,5,NasDem,DIANA SASTRA,P,4
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,5,NasDem,RICKIE FERDINANSYAH,L,5
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,5,NasDem,H. NAHDUDIN ISLAMI,L,6
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,5,NasDem,HJ. YAYAH SUNARIAH,P,7
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,5,NasDem,"Drs. SUDIMAN BONAPARTE, MM",L,8
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,5,NasDem,"SATORI, S.Pdi, M.M",L,9
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,6,Garuda,"R MUHAMMAD ARIEF RAHMAN, S.E",L,1
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,6,Garuda,CHINTIYA KHOIRUNNISA,P,2
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,7,Berkarya,"LETJEN.TNI (Purn). YAYAT SUDRAJAT, SE",L,1
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,7,Berkarya,RATU RAJA ARIMBI NURTINA,P,2
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,7,Berkarya,TATY SUHARTATY,P,3
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,7,Berkarya,"ANDRIAN LAMEMUHAR, SE",L,4
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,7,Berkarya,MIVA FAYROOZKA IRNANTIA,P,5
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,7,Berkarya,DENNY SUPRIATNA,L,6
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,7,Berkarya,SULTAN PASHA DJORGHI,L,7
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,7,Berkarya,"FAUZIAH, S.Sos.",P,8
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,7,Berkarya,LESINDAHETI MARSUDI,P,9
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,8,PKS,"Dr. HJ. NETTY PRASETIYANI, M.Si",P,1
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,8,PKS,RADEN BAGUS SURYAMA MAJANA SASTRA,L,2
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,8,PKS,HARISMAN,L,3
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,8,PKS,Ir (Insinyur). RUSNO OMBAK RAHARDJO,L,4
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,8,PKS,"ROBANI HENDRA PERMANA, ST",L,5
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,8,PKS,"ENGKUR, S.IP., ME",P,6
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,8,PKS,"FATHURRAHMAN, SKM",L,7
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,8,PKS,"HJ. ARIFIANI, SE., MBA.",P,8
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,8,PKS,FAJAR SUYITNO,L,9
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,9,Perindo,"RICKY KURNIA MARGONO, S.H., M.H.",L,1
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,9,Perindo,"Dr. SUSANINGTYAS NEFO HANDAYANI KERTOPATI, M.Si",P,2
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,9,Perindo,"AYATULLAH, S.Fil.I, M.Ud",L,3
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,9,Perindo,"H. MOH SOFYAN, SH., MH",L,4
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,9,Perindo,"AGUS SUPRIYADI, SE",L,5
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,9,Perindo,"DR. FRIDA MEDINA HAYUPUTRI, S.Psi., M.Psi., Psi",P,6
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,9,Perindo,"Dr. YUSUP, S.Pd., M.M",L,7
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,9,Perindo,"DR. DEWI CAHYAWATI ABDULLAH, MM",P,8
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,10,PPP,"MALIK ABDULLAH, S.H.",L,1
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,10,PPP,H. JUHADI,L,2
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,10,PPP,dr. DIEN ANGGRAINI,P,3
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,10,PPP,"JAMALUDIN, S.KEP., M.KEP.",L,4
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,10,PPP,"ALI RIDHA, SE, MM",L,5
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,10,PPP,"AMALIA SUDEWI, SH",P,6
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,10,PPP,"ANDINI MAHARANI, S.S.T",P,7
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,10,PPP,GALUH SHAHNAZ MIRANTI,P,8
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,10,PPP,"SUPADI KUSNADI, S.H.",L,9
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,11,PSI,HANPHIE AGUSOEITO,L,1
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,11,PSI,"Dr. NINA KURNIA HIKMAWATI, SE MM",P,2
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,11,PSI,"SAHARA, M.Si.",L,3
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,11,PSI,LIDIAWATI,P,4
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,11,PSI,RIRIN ARYANTI,P,5
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,11,PSI,"RIKI NURAKHMAD, SH",L,6
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,11,PSI,Ir. HENDRIK FRANCISCUS N,L,7
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,11,PSI,M.HAERUDIN,L,8
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,11,PSI,YOSAN MARIANI,P,9
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,12,PAN,"Hj. EUIS FETY FATAYATY, M.Si",P,1
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,12,PAN,RADITYA PERWIRA,L,2
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,12,PAN,"FARIZAN FAJARI WARDANA, S.IP., S.KOM",L,3
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,12,PAN,"MAUNNATUSSILVI, ST.",P,4
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,12,PAN,H. UJANG SAHRUDIN,L,5
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,12,PAN,"ANDRI W. KUSUMA, SH, MH",L,6
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,12,PAN,LIA AMALIA,P,7
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,12,PAN,ARIE PRASETYA,L,8
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,12,PAN,Ir. MUHAMMAD NABIL,L,9
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,13,Hanura,"Drs. SUDIRO ASNO, Ak",L,1
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,13,Hanura,"Dr. ARWANI SYAEROZI, LC, . MA",L,2
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,13,Hanura,USWATUN HASANAH,P,3
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,13,Hanura,"AMRI, SE",P,4
2019,DPR ,JAWA BARAT,JAWA BARAT VIII,13,Hanura,DRS. HAWELLY E. BACHTIAR,L,5
